sample_id,source,raw_text,clean_text,token_count,char_count,sentiment_label,language,label_source,group_id
m2_0000868,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000869,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0000870,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000871,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000872,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0000873,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000874,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000875,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000876,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000877,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000878,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000879,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000880,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000881,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000882,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000883,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000884,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000885,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000886,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000887,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000888,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000889,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000890,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0000891,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000892,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000893,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000894,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000895,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000896,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000897,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000898,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000899,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000900,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000901,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0000902,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000903,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000904,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000905,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000906,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000907,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000908,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000909,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000910,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000911,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000912,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000913,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000914,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000915,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000916,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000917,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000918,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000919,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000920,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000921,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000922,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000923,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000924,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000925,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000926,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000927,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000928,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000929,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000930,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000931,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000932,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000933,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000934,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000935,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000936,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000937,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000938,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000939,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000940,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000941,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000942,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0000943,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000944,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000945,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000946,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000947,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000948,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000949,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000950,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000951,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000952,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000953,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000954,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000955,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000956,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000957,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000958,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000959,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000960,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000961,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000962,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000963,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000964,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000965,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000966,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000967,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000968,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000969,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000970,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000971,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000972,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000973,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000974,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0000975,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000976,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000977,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000978,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000979,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000980,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000981,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000982,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000983,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000984,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000985,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000986,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000987,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000988,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0000989,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000990,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000991,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000992,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000993,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000994,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000995,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000996,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000997,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000998,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000999,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0001000,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0001001,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001002,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0001003,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0001004,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001005,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0001006,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0001007,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0001008,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0001009,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0001010,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0001011,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0001012,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0001013,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0001014,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0001015,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0001016,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0001017,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001018,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0001019,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0001020,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0001021,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001022,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
